SITE;LOT;LAYER;ID;RAWMATERIAL;QUARTZQUALITY;CLASS;COREPREPARPROD;RETOUCHEDPIECEBLANK;PIECECOMPLETENESS;CORTEX;CORTEXLOCATION;CORTEXTYPE;PLATFORMTYPE;PLATFORMCORTEX;LIPPING;BLANKSHAPE;CROSSSECTION;BLANKTIP;PROFILE;SCARCOUNT;SCARPATTERN;THICKNESS;MAXWIDTH;PROXWIDTH;MEDWIDTH;DISTWIDTH;LENGTH;PLATFORMTHICKNESS;PLATFORMWIDTH;EXTERIORPLATFORMANGLE;WEIGHT;CORETYPE;CORECROSSSECTION;NUMBERCOREFACES;COREPLATFORM;COREDISTALTREATMENT;CORELEFTTREATMENT;CORERIGHTTREATMENT;COREBACKTREATMENT;MAINFACECORTEX;MAINFACESCARCOUNT;MAINFACESCARDIRECTION;MAINFACEARISORIENTATION;MAINFACESCARLENGTH;MAINFACESCARMAXWIDTH;MAINFACESCARPROXWIDTH;MAINFACESCARMEDWIDTH;MAINFACESCARDISTWIDTH;MAINFACEPLATFORMANGLE;MAINFACECOREUSE;DISTALFACECORTEX;DISTALFACESCARCOUNT;DISTALFACESCARDIRECTION;DISTALFACEARISORIENTATION;DISTALFACECOREUSE;LEFTFACECORTEX;LEFTFACESCARCOUNT;LEFTFACESCARDIRECTION;LEFTFACEARISORIENTATION;LEFTFACECOREUSE;RIGHTFACECORTEX;RIGHTFACESCARCOUNT;RIGHTFACESCARDIRECTION;RIGHTFACEARISORIENTATION;RIGHTFACECOREUSE;BACKFACECORTEX;BACKFACESCARCOUNT;BACKFACESCARDIRECTION;BACKFACEARISORIENTATION;BACKFACECOREUSE;COREABANDON;ALTERATION;FIRE;EDGEDAMAGE;RETOUCHEDPIECETYPOLOGY;CHIPQUANTITY;RMTYPE;OTHERNOTES
CAM;Bucket;PIT1;Aug-01;Chert;;ElongBlankFrag;;;Distal;0%;;;;;;;Triangular;Pointed;;2;;3,12;8,94;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Feb-88;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Feb-88;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Irregular;;;2;;3,86;16,38;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Feb-88;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Irregular;;;2;;4,05;16,94;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Feb-88;Quartz;Fine;ElongBlankFrag;;;Mesial;31-60%;LeftLateral;Cobble;;;;;Triangular;;;2;;2,04;10,1;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Feb-88;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Irregular;Hinge;Irregular;3;BidirectionalOpposed;3,98;10,63;9,4;10,38;9,12;15,43;3,4;7,98;87,6;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Dec-68;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-68;Quartz;Fine;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Dec-68;Quartz;Fine;ElongBlankFrag;;;Distal;0%;;;;;;;Triangular;Feather;;3;;2,97;7,79;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-89;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Sep-89;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Apr-65;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Apr-65;Quartz;Fine;Shatter;;;Other;0%;;;;;;;Irregular;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Apr-65;Quartzite;;FlakeFrag;;;Siret;0%;;;;;;;Other;;;2;;3,2;11,8;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Oct-16;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Oct-16;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Oct-13;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;5;;
CAM;Bucket;PIT1;Oct-13;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Oct-13;Quartz;RockCrystal;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Oct-13;Quartz;RockCrystal;ElongBlankFrag;;;Mesial;0%;;;;;;;Triangular;;;3;;4,36;9,75;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Sep-62;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Sep-62;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Sep-62;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Sep-62;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;4,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;12;;
CAM;Bucket;PIT1;Sep-62;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Sep-62;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Sep-62;Quartz;Medium;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Sep-62;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Sep-62;Quartz;Fine;ElongBlankFrag;;;Mesial;0%;;;;;;;Triangular;;;3;;2,83;7,28;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Mar-10;Quartz;Medium;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Mar-10;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Mar-10;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Mar-10;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Mar-10;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Feb-72;Quartz;Coarse;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;3,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Feb-72;Quartz;Coarse;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Feb-72;Quartzite;;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Feb-72;Quartzite;;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Feb-72;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;5;;
CAM;Bucket;PIT1;Mar-30;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Mar-30;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Lenticular;Feather;;2;;2,93;15,3;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Dec-32;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Dec-32;Quartz;Medium;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-32;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;7;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;8;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jan-32;Quartzite;;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;FlakeFrag;;;Other;0%;;;;;;;Other;;;1;;2,03;9,37;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Other;;;1;;3,52;15,87;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;FlakeFrag;;;Other;1-30%;Proximal;Cobble;;;;;Other;;;1;;3,63;16,4;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Plain;;;;Triangular;;;2;;3,03;11,33;0;0;0;0;3,52;7,75;88,2;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;;;;Lenticular;Hinge;;2;;2,64;16,28;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-32;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;;;;Triangular;Feather;;3;;4,38;16,2;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jan-85;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Jan-85;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;May-56;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Jun-03;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Jun-03;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Dec-59;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Dec-59;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Apr-33;Chert;;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Apr-33;Quartzite;;FlakeFrag;;;Siret;0%;;;;;;;Irregular;;;2;;6,22;21,95;0;0;0;0;0;0;0;3,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;No;;0;;
CAM;Bucket;PIT1;Apr-33;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Apr-33;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Jul-26;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Aug-56;Chert;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-56;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;10;;
CAM;Bucket;PIT1;Aug-56;Quartz;Fine;FlakeFrag;;;Siret;0%;;;;;;;Triangular;;;3;;5,31;9,76;0;0;0;0;0;0;0;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Aug-56;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-22;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;7;;
CAM;Bucket;PIT1;May-22;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-22;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;May-64;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;May-64;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Mar-36;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;3;;
CAM;Bucket;PIT1;Aug-91;Quartz;Fine;Shatter;;;;31-60%;;Cobble;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;0;;
CAM;Bucket;PIT1;Jul-86;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Jul-86;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Convergent;Triangular;Pointed;Straight;2;Unidirectional;3,4;10,8;10,8;10,21;4,32;16,27;3,88;10,8;85,4;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Oct-20;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Apr-37;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;Concretion;;;;0;;
CAM;Bucket;PIT1;Oct-48;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-88;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Aug-88;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Dec-44;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Oct-64;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-44;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-44;Quartz;Medium;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-44;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;4;;
CAM;Bucket;PIT1;Aug-60;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;2,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;7;;
CAM;Bucket;PIT1;Aug-60;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;1;;
CAM;Bucket;PIT1;Dec-53;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
CAM;Bucket;PIT1;Dec-53;Chert;;Flake;;;;1-30%;DistalRightLat;Indeterminate;Plain;No;No;Parallel;Triangular;Feather;Straight;2;Unidirectional;3,25;10,18;7,98;10,18;6,11;17,07;3,32;8,43;67,8;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jul-16;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Plain;;;;Trapezoidal;;;3;;1,97;10,23;0;0;0;0;2,02;4,9;88,5;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;No;;0;;
CAM;Bucket;PIT1;Jul-16;Quartz;Fine;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;3,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;10;;
CAM;Bucket;PIT1;Jul-16;Quartzite;;Chip;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;0;;;;;0;;;;;0;;;;;0;;;;;None;;;;2;;
